lat,lon,frp
-4.86867,-48.62815,3.1
-4.93828,-48.28795,28.2
-4.93965,-48.28045,18.5
-4.94067,-48.28969,27.6
-4.94198,-48.28225,27.6
-4.94535,-48.28875,28.2
-4.94663,-48.28175,18.5
-4.94767,-48.29093,8.6
-4.94897,-48.2835,8.6
-4.24978,-48.56358,11.1
-2.30551,-47.98899,10.3
-2.31268,-47.99002,6.7
-2.57671,-48.40235,3.3
-2.57698,-48.3968,4.2
-2.57803,-48.39479,2.6
-2.96556,-47.92678,13.5
-2.97068,-47.92117,6.7
-2.30853,-47.98908,7.6
-2.30972,-47.9822,7.6
-2.96244,-47.9267,15.7
-2.96361,-47.92007,6.7
-4.25202,-48.56186,15.2
-2.96669,-47.92014,13.5
-4.25233,-48.54892,5
-4.25336,-48.55445,13.6
-4.25688,-48.56531,11.1
-4.25816,-48.55791,11.1
-4.25913,-48.56353,15.2
-4.7995,-47.84504,25.7
-3.62637,-47.36055,2.7
-5.33635,-46.63122,7.2
-4.80661,-47.84526,29.5
-4.8064,-47.84589,25.7
-4.80086,-47.83813,6.3
-8.02718,-49.66883,2.9
-8.03369,-49.66833,3.4
-8.03514,-49.66087,3.4
-8.80509,-49.65667,4.7
-8.03438,-49.67024,2.9
-8.03589,-49.66271,4.8
-7.88425,-49.26706,4.9
-4.64879,-46.17625,49.4
2.34321,-50.97421,1.4
2.35756,-50.76201,4.2
3.73128,-51.64756,1
2.66339,-51.33017,2.1
2.51295,-51.07537,1.3
2.33557,-50.76721,2.4
-3.10745,-50.59349,1.6
-3.10813,-50.58917,1.6
-3.1105,-50.99573,2.4
-3.11352,-51.00084,2
-3.11416,-50.59722,2.4
-3.11486,-50.59291,2
-3.11556,-50.58862,2
-3.12217,-50.59406,2
-3.12287,-50.58979,2
-3.12356,-50.58551,0.8
-3.12809,-50.60379,1.2
-3.12948,-50.59521,2.1
-3.14064,-50.61899,1.5
-3.14361,-50.62384,1.2
-3.1443,-50.61953,1.2
-3.18491,-50.71862,2.8
-3.4714,-51.2122,2.2
-3.5111,-51.32676,1
-3.52834,-51.17007,2
0.67025,-50.67063,1.1
0.67411,-50.67002,1.9
-3.19985,-50.62397,3.4
-3.10015,-51.01248,4.7
-3.10159,-51.00349,1.6
-3.10231,-50.999,1.6
-3.10303,-50.99452,1.2
-3.10375,-50.99004,1.2
-3.10389,-51.0131,4
-3.10605,-50.9996,1.1
-3.10825,-50.58747,1.3
-3.10907,-51.00471,1.1
-3.10978,-51.00022,1.1
-3.11043,-50.59837,2.6
-3.1105,-50.59665,2.4
-3.1112,-50.59234,2
-3.11191,-50.58804,2
-3.11246,-50.58543,1.3
-3.11345,-50.60157,2.4
-3.11423,-50.99636,1.2
-3.11625,-50.58435,1.7
-3.11852,-50.59348,2
-3.95716,-50.85085,1.4
-4.05248,-50.887,0.8
-4.05982,-50.88814,2.2
-4.0635,-50.8887,2.6
-3.7238,-50.97264,1.1
-3.76685,-51.86446,1.6
-3.79877,-51.41818,4.8
-3.84523,-51.70434,1.5
-3.76683,-51.86643,1.2
-3.8513,-51.76482,1.8
-3.85534,-51.01937,1.2
-3.85606,-51.01492,1.2
-3.86912,-52.19968,1
-3.89225,-51.93495,3.7
-4.22457,-51.09363,2.1
-4.22568,-51.09609,3.2
-1.4208,-48.89924,1.4
-1.42138,-48.89992,1.3
-1.4214,-48.8955,1.4
-1.42197,-48.89617,1.3
-1.42255,-48.89243,1.6
-1.42364,-48.90352,2.1
-0.9531,-47.72299,2.6
-0.95365,-47.71949,3.4
-0.95585,-47.72271,4.9
-0.9564,-47.7192,3.1
-1.05812,-47.4851,0.6
-1.35905,-47.68942,2.7
-0.72449,-47.53323,4
-5.85096,-53.46393,1.8
-2.46623,-49.12038,0.6
-5.17591,-48.96899,3.1
-5.39834,-48.82957,2.1
-5.43302,-48.56834,1.8
-5.54729,-49.52118,1.1
-5.54788,-49.51752,1.1
-5.0887,-49.29881,3.1
-5.75382,-49.28452,0.7
-5.7544,-49.28092,0.7
-4.01686,-47.70528,2.4
-4.1039,-47.71182,0.9
-4.20989,-47.77416,1.5
-4.50415,-47.82415,0.9
-4.50469,-47.82069,1.4
-4.50523,-47.81725,1.4
-4.00201,-47.71355,2.4
-4.01741,-47.70184,2.3
-4.09858,-47.94115,1.9
-4.1006,-47.7113,0.8
-4.50577,-47.8138,1.3
-3.75106,-49.06467,1.2
-3.77414,-48.89706,1.3
-3.77471,-48.89345,1
-3.99749,-48.94696,0.9
-4.04566,-48.93517,2.7
-4.16229,-48.72221,1.4
-4.18839,-48.23202,1.2
-4.19172,-48.23252,1.2
-4.19227,-48.22904,1.2
-4.1956,-48.22954,1.2
-4.24564,-48.5575,7.5
-4.25232,-48.55857,11.6
-4.25344,-48.55149,13.3
-4.25734,-48.5485,7.7
-4.259,-48.55964,17.9
-4.27962,-48.60269,1.5
-4.2824,-48.60675,1
-4.28575,-48.60727,1
-4.28743,-48.6184,0.8
-4.28798,-48.61486,0.9
-4.28854,-48.61133,0.9
-4.2891,-48.6078,1.3
-4.29021,-48.62246,0.8
-4.29077,-48.61892,0.8
-3.20185,-51.00805,1.6
-4.29362,-48.61562,0.8
-4.44963,-48.14862,2.5
-4.4524,-48.1526,2.5
-4.45295,-48.14914,2.5
-4.66242,-48.88842,0.6
-4.70532,-49.172,2.2
-4.78666,-48.5089,0.4
-4.78722,-48.50538,0.5
-4.78999,-48.50942,0.4
-4.86544,-48.63337,0.8
-4.866,-48.62985,0.8
-4.86934,-48.63037,0.8
-4.94091,-48.2868,24.5
-4.94146,-48.28331,24.5
-4.94201,-48.27983,5.4
-4.94423,-48.28731,26.3
-4.94478,-48.28382,26.3
-4.94533,-48.28035,6
-4.9481,-48.28434,26.3
-3.75445,-49.06521,2.3
-4.04624,-48.93157,2.7
-4.00957,-48.3946,1.7
-4.01291,-48.39512,1.7
-4.05222,-48.82939,0.7
-4.2462,-48.55396,7.5
-4.24898,-48.55803,11.6
-4.24954,-48.55449,11.6
-4.2501,-48.55096,13.3
-4.25288,-48.55503,11.6
-4.25566,-48.5591,17.9
-4.25622,-48.55556,17.9
-4.25678,-48.55203,7.7
-4.25956,-48.5561,17.9
-4.26012,-48.55257,7.7
-4.28296,-48.60322,1
-4.28519,-48.6108,1.4
-4.29189,-48.61186,0.9
-4.29305,-48.61914,1.1
-4.29418,-48.61208,0.8
-4.339,-48.35263,2.4
-4.44908,-48.15209,2.5
-2.21962,-48.28451,0.6
-2.23809,-48.23287,1
-2.242,-48.22985,0.5
-2.21627,-48.28399,0.5
-2.28662,-48.59244,1.2
-2.44455,-48.56516,1
-2.44481,-48.61639,0.5
-2.4468,-48.5729,0.9
-2.44793,-48.56569,0.7
-2.45074,-48.56982,0.7
-2.45187,-48.56262,1.6
-2.45345,-48.56234,0.9
-2.45625,-48.56647,1.4
-2.54302,-48.43317,1
-2.54358,-48.4296,0.8
-2.54415,-48.42604,0.8
-2.56992,-48.39356,1.5
-2.57272,-48.39765,1.5
-2.57664,-48.3946,2.3
-2.57944,-48.3987,2.3
-2.58,-48.39513,2.3
-2.77646,-48.57238,3.8
-2.81561,-48.59662,0.8
-2.81815,-48.45049,2.6
-2.82094,-48.45457,2.1
-2.94314,-48.5874,6.1
-2.95268,-48.59256,0.8
-3.23239,-48.79779,2
-3.24592,-48.79993,1.6
-3.32147,-48.8564,1.5
-3.38026,-48.95098,1.6
-2.71455,-48.3108,0.7
-2.81422,-48.45351,1
-2.81758,-48.45404,2.1
-2.96661,-47.92279,26.9
-3.0212,-48.82425,1.5
-3.24535,-48.80355,1.6
-2.31088,-47.9881,7.9
-2.31143,-47.9846,7.9
-2.50874,-47.4861,1.1
-3.055,-47.92276,1.5
-3.06408,-48.05975,1.2
-3.12084,-48.08591,0.8
-2.30754,-47.98758,7.9
-2.30809,-47.98407,7.9
-2.38136,-47.88488,1.6
-2.5124,-47.41964,0.8
-2.51571,-47.42015,0.8
-2.52538,-48.09367,2.1
-2.96606,-47.92626,26.9
-2.96715,-47.91932,3
-2.96938,-47.92678,12.7
-2.96993,-47.92331,12.7
-3.03746,-48.05557,1.6
-3.05832,-47.92329,0.7
-3.06353,-48.06324,1.2
-3.32205,-48.85278,2
-3.32543,-48.85331,1.9
-3.6877,-47.61468,0.6
-3.68825,-47.61131,0.6
-2.44512,-48.56156,4.1
-2.44736,-48.56929,0.7
-2.4513,-48.56622,0.7
-2.45287,-48.56594,1.4
-2.45682,-48.56287,0.9
-2.45963,-48.567,1
-2.57328,-48.39408,1.5
-2.57608,-48.39817,2.3
-2.69664,-48.79309,0.6
-3.08682,-48.67169,1.2
-3.1338,-48.73451,1.6
-3.13718,-48.73503,1.6
-3.15149,-48.6011,1.5
-3.32009,-48.93066,1.5
-3.38318,-48.93279,0.9
-1.61705,-48.54832,1.2
-3.22856,-50.79473,2.5
-3.25039,-50.61258,1.5
-3.25108,-50.60831,1.5
-3.25405,-50.61316,4.4
-3.38198,-51.02411,3.4
-3.38498,-51.0292,3.5
-3.54265,-50.86689,13.4
-3.54564,-50.87183,1.5
-3.64809,-50.98121,1.3
-3.68502,-50.8927,1.4
-3.68871,-50.89329,1.1
-3.38571,-51.02472,3.4
-3.38708,-50.6943,3.1
-3.48262,-51.19068,2.4
-3.54195,-50.87122,30.9
-3.54634,-50.86749,1
-3.0312,-51.44243,1.3
-4.22826,-51.09431,2.1
-3.89256,-52.4109,0.7
-4.2334,-51.08618,2
-3.7058,-59.33136,2.5
-3.71219,-59.33249,1.6
-4.23783,-51.08228,1.7
-3.70635,-53.712,1.9
-2.85746,-53.33213,1.1
-3.28447,-52.66735,1.1
-2.85813,-53.32797,1.1
-2.04007,-52.05856,0.9
-2.04065,-52.05499,0.9
-2.04355,-52.06278,3.3
-2.04412,-52.05921,1.9
-2.03949,-52.06213,0.7
-2.04817,-52.05986,1.9
-2.07078,-52.07449,1.2
-3.11991,-50.58494,0.8
-5.03679,-51.93863,1.5
-5.57664,-51.97987,1
-5.5976,-52.15312,4.5
-5.70103,-52.11244,1.4
-5.26546,-47.71519,1.5
-5.35187,-47.29428,1.6
-5.35463,-47.29824,1.6
-5.35518,-47.29478,1.6
-5.35903,-47.29185,1.8
-5.35957,-47.28839,1.8
-5.36011,-47.28495,2.7
-5.43925,-47.12644,0.8
-3.61845,-47.3643,1.3
-3.62206,-47.36493,2.8
-3.6226,-47.3615,2.8
-3.6838,-47.59652,0.6
-3.68819,-47.59015,1.3
-3.6997,-47.60583,1.3
-3.70354,-47.6029,2
-3.78066,-47.60783,0.6
-3.7812,-47.60445,0.6
-4.13757,-46.37085,1.4
-4.354,-46.55185,3.1
-4.53049,-47.7859,1
-4.58885,-47.19915,0.6
-4.5927,-47.19621,1.4
-4.80369,-47.84309,18.1
-4.80423,-47.83965,24
-4.80478,-47.8362,24
-4.807,-47.84361,18.1
-4.80754,-47.84016,24
-4.80808,-47.83672,24
-4.98527,-46.68486,0.6
-3.68488,-47.58963,0.9
-3.68765,-47.59359,1.3
-3.7779,-47.60394,1.1
-4.04744,-47.59727,1.2
-4.06397,-47.59985,1.6
-3.61899,-47.36087,1.3
-3.69861,-47.61271,1
-3.69915,-47.60927,1.3
-4.31531,-47.64254,1.4
-4.31586,-47.6391,1.4
-4.35345,-46.55536,2
-4.59216,-47.19967,1.4
-2.46529,-47.09163,0.9
-2.55376,-47.35213,2.1
-2.56536,-47.3645,1.7
-2.5659,-47.36106,1.7
-2.55154,-47.34474,1
-2.62491,-47.02904,2.4
-2.62821,-47.02956,0.8
-4.07539,-56.00848,2.2
-4.07591,-56.0054,1.2
-3.63789,-55.46812,2.8
-4.38038,-54.79524,1.8
-4.44153,-54.98228,1.1
-4.37404,-54.80404,0.7
-4.41216,-54.83638,1.2
-4.42828,-55.06245,1.6
-4.47644,-54.85798,2.3
-4.3783,-54.79807,3.5
-4.37957,-54.8,1.7
-4.41301,-54.8313,1
-4.43677,-54.98145,1.1
-4.47362,-54.85507,1.2
-4.47726,-54.85297,3.5
-4.47839,-54.85552,3
-2.79661,-54.48218,2.7
-2.8004,-54.4802,5.7
-2.80135,-54.48291,4.4
-2.87089,-54.15241,1.9
-3.0631,-54.89248,3.3
-3.06398,-54.88698,9.9
-3.06738,-54.8877,10.1
-3.20612,-53.94034,2.5
-3.39,-53.79928,2.1
-3.44448,-54.89692,8.5
-3.46088,-54.49025,1.4
-3.46237,-54.87815,3.1
-3.4749,-54.28033,1.5
-3.48031,-54.27634,1.5
-3.48055,-54.2785,0.9
-3.56054,-54.75841,3.9
-3.56445,-54.76429,2.5
-3.56617,-54.75393,3.9
-2.6397,-54.87439,1.3
-2.69387,-54.62529,3.4
-2.79566,-54.47953,1
-2.79747,-54.47708,1.9
-2.79957,-54.48539,3.3
-2.80652,-54.2035,1.5
-2.87172,-54.14739,1.7
-3.06255,-54.88682,4.5
-3.0688,-54.88789,2
-3.20721,-53.94164,2.1
-3.38554,-53.79855,2.1
-3.39072,-53.79492,2.1
-3.44929,-54.89775,2.6
-3.45903,-54.48748,2.4
-3.46167,-54.48534,1.4
-3.47595,-54.27769,2
-3.49912,-54.68321,2.1
-3.56531,-54.75909,3.9
-3.57008,-54.75979,1.6
-1.71496,-53.7478,2.9
-1.83043,-54.10981,1.2
-2.62875,-47.02612,0.6
-1.53827,-46.78859,0.4
-2.07999,-47.0809,0.7
-2.8773,-51.47925,8
-3.00114,-51.55548,1
-3.11763,-51.28916,2.1
-3.12828,-51.34366,2.2
-3.18424,-52.0945,1
-3.30806,-51.64667,1.7
-3.38237,-51.60377,3.6
-3.38425,-51.60126,5.5
-3.38623,-51.60439,3.6
-3.50817,-51.62897,1
-3.09339,-51.00678,1.7
-3.09641,-51.01187,4.7
-3.09943,-51.01697,1.1
-3.10087,-51.00798,4.7
-3.10388,-50.59125,1.3
-3.10461,-51.00859,4
-3.10755,-50.59179,1.3
-3.1088,-50.58487,1.3
-3.11179,-50.58972,1.6
-3.11711,-50.60212,1.4
-3.11782,-50.59779,1.4
-3.11921,-50.5892,2
-5.09372,-45.87466,0.8
-5.09383,-46.09798,1.6
-5.09428,-45.87102,0.8
-3.1206,-50.58068,0.8
-3.12077,-50.60267,1.4
-3.12147,-50.59835,1.4
-3.12583,-50.59464,2.1
-3.12652,-50.59036,2.1
-3.13104,-50.6087,2.6
-5.09439,-46.09436,1.6
-5.09712,-45.87514,2.2
-5.09768,-45.8715,2.2
-5.10053,-45.87566,2.2
-5.10109,-45.872,2.2
-5.01544,-50.83802,1.2
-5.16976,-50.07904,0.6
-5.37535,-50.72939,1.1
-5.37894,-50.72997,0.8
-5.39521,-50.65311,0.7
-5.39588,-50.64903,1.4
-5.39945,-50.64961,1.1
-5.40011,-50.64555,1.1
-5.4089,-50.97795,0.8
-5.41321,-50.97431,1.5
-5.41687,-50.79089,0.9
-5.42112,-50.78739,1.9
-5.44115,-50.73162,1
-5.44473,-50.73221,1.4
-5.45082,-50.55838,3.1
-5.45437,-50.55895,3.1
-5.5287,-50.25393,1.5
-5.56737,-50.99681,1.1
-5.68067,-51.10482,1.5
-5.68136,-51.10057,2
-5.73049,-49.9311,0.9
-5.82588,-50.18841,1.2
-5.89414,-50.35014,0.9
-4.04407,-49.91151,1.3
-4.0447,-49.90759,0.5
-4.04819,-49.90817,1.8
-4.05107,-49.91264,2.7
-4.10808,-50.66052,1.4
-4.16458,-50.15471,2.9
-4.16812,-50.15526,8
-4.41351,-50.31931,1.3
-4.59069,-50.80113,0.9
-4.59136,-50.7969,0.9
-4.5915,-50.79969,1.7
-3.82178,-50.1246,1.1
-3.82241,-50.1206,1.1
-3.89115,-50.39517,3.4
-3.87918,-49.3834,1.9
-3.82949,-50.12175,1.2
-3.87575,-49.38285,2.5
-4.16523,-50.15076,2
-4.16775,-50.1798,1.9
-4.16876,-50.15131,4.2
-4.53807,-50.82716,4.8
-3.74299,-49.95823,1.6
-3.82595,-50.12117,1.2
-4.04301,-50.68993,2.2
-4.05169,-49.90874,1.8
-4.05457,-49.91318,1.5
-4.05519,-49.90929,1.5
-2.41933,-49.30633,3.8
-2.44845,-49.12141,1.5
-2.4978,-49.02933,1.8
-2.4984,-49.02562,1.8
-2.63326,-49.01633,1.1
-2.63385,-49.01262,1.1
-2.63727,-49.01316,1.1
-2.79813,-49.592,2.6
-2.79874,-49.58812,2.6
-3.09779,-49.18278,2
-3.09838,-49.17904,1.3
-3.12795,-49.25575,1
-3.1275,-50.2783,1.2
-3.12879,-50.36343,2.4
-3.13109,-50.27887,1.2
-3.12451,-49.25521,1
-3.15118,-50.15207,3
-3.16418,-50.16252,1.1
-3.16775,-50.16312,1.3
-3.22001,-49.31622,1.8
-2.25328,-49.53363,1.3
-2.84814,-49.62231,1.2
-2.91724,-50.28114,1.8
-3.09862,-50.53084,0.5
-2.60844,-49.50787,2.1
-2.90938,-50.28412,1.5
-2.91232,-50.28889,1.5
-2.92084,-50.28174,1.8
-3.07542,-50.41923,1.5
-3.10226,-50.53143,1.6
-3.10293,-50.52717,1.6
-3.13174,-50.27475,1.2
-3.14826,-50.14743,3.1
-3.15054,-50.15615,3
-3.15183,-50.148,3.1
-3.27676,-50.49525,2
-3.2797,-50.07188,1.3
-3.28262,-50.0765,1.1
-3.28325,-50.07246,1.1
-3.29455,-50.07013,1.9
-3.34827,-50.25589,1.7
-3.44878,-50.46966,2.2
-3.44943,-50.4655,2.2
-3.45075,-50.46468,2
-3.45666,-50.46669,3
-3.45732,-50.46251,3
-2.46161,-49.12733,0.8
-2.4622,-49.12358,0.8
-2.47975,-49.01177,0.9
-2.48317,-49.01231,0.9
-2.49438,-49.02879,1.8
-2.49497,-49.02508,1.8
-2.51151,-49.03149,3.1
-2.63668,-49.01687,1.1
-2.64283,-49.04439,0.6
-3.10122,-49.18332,2
-3.1018,-49.17958,1.3
-3.11704,-49.25786,1.6
-3.21657,-49.31567,1.8
-3.27223,-50.21189,0.7
-3.34369,-50.19253,3.2
-3.38673,-49.90003,2.2
-3.38736,-49.89608,2
-3.44067,-50.08273,2
-3.44582,-50.4649,2.2
-2.91592,-50.2895,4
-2.91658,-50.28531,4
-3.12518,-50.36287,2.3
-3.14761,-50.15151,3
-3.27313,-50.49469,2
-3.27608,-50.49945,2.7
-3.29128,-50.38186,1.4
-3.34727,-50.19308,3.2
-3.39412,-50.25772,2.7
-3.45007,-50.46883,2
-3.45797,-50.46585,2.4
-3.56327,-50.10972,2.8
-2.01507,-49.71162,1.6
-2.01887,-49.8728,0.6
-1.61732,-49.93471,0.8
-1.64207,-49.82549,1.3
-1.65636,-49.82779,2.3
-0.99605,-48.85803,1
-0.9995,-48.85857,5.7
-1.00295,-48.85911,5.7
-1.43515,-48.89765,1.7
-3.12513,-50.59892,1.2
-3.12739,-50.60813,1.4
-3.12879,-50.59949,1.2
-3.13017,-50.59094,2.1
-3.13175,-50.60436,2.2
-3.13244,-50.60007,2.2
-3.13383,-50.59152,1.6
-3.1582,-51.13538,3.5
-3.18123,-50.71804,2.8
-3.1856,-50.71429,2.8
-5.4496,-46.18186,1.8
-3.13313,-50.59579,1.6
-3.13697,-50.61845,1.5
-3.15518,-51.1302,2.2
-5.46919,-46.09928,2.4
-5.09274,-46.21572,1.3
-5.45187,-46.18958,2.3
-3.19918,-50.62825,1.6
-2.97423,-51.07331,1.4
-3.09511,-50.69099,1.4
-5.45298,-46.18235,1.8
-4.89722,-45.89809,1.1
-4.90061,-45.89866,1.1
-4.65084,-46.19609,2.2
-4.6542,-46.19662,53.2
-4.657,-46.20071,53.2
-4.38248,-46.10401,0.8
-4.65365,-46.20018,53.2
-3.95504,-45.51208,1.8
-4.29861,-46.0325,1.3
-4.29916,-46.0289,0.8
-4.38584,-46.10454,0.8
-4.65029,-46.19964,2.2
-3.25363,-45.40308,1.4
-3.43117,-44.77831,0.9
-3.42109,-44.82034,1.3
-2.28151,-45.59653,0.8
-1.96415,-44.50485,3
-4.23857,-51.0778,1.7
-4.24226,-51.07843,2.5
-4.2637,-51.0867,3
-4.27353,-51.11981,1.6
-4.27724,-51.1204,1.6
-4.39172,-50.87457,6.7
-3.09785,-51.0029,1.6
-3.11111,-50.59405,1.6
-3.1126,-50.58377,1.7
-2.50248,-51.90647,1.3
-2.70587,-51.79566,2.3
-2.70781,-51.80292,11.5
-2.85725,-51.39499,2.1
-2.87344,-51.47866,8
-3.00501,-51.55611,1
-3.02736,-51.44181,1.3
-3.03254,-51.26404,1.9
-3.09554,-51.25988,3.5
-3.09704,-51.31943,3.6
-3.09739,-51.32231,4.1
-3.10313,-51.2611,4.9
-3.10319,-51.25835,3.7
-3.10699,-51.25893,3.7
-3.11306,-51.29325,2.1
-3.11382,-51.28858,2.1
-3.17969,-52.09735,1
-3.18025,-52.09384,1
-3.30418,-51.64607,1.7
-3.50107,-51.6724,2.3
-3.55603,-51.55319,2.6
-2.70386,-51.8023,11.5
-2.70469,-51.79726,11.5
-2.70508,-51.80071,5.6
-2.70698,-51.80797,9.7
-2.70864,-51.79788,11.5
-2.71176,-51.80355,12.9
-2.85341,-51.39436,1.5
-2.87266,-51.48346,8
-6.06695,-51.21825,0.6
-3.63455,-52.23207,0.1
-3.63856,-52.23269,0.1
-3.76293,-51.86578,1.2
-3.83818,-51.74774,1
-3.84744,-51.76411,2
-3.86676,-51.81724,2.7
-3.86856,-52.20308,1
-3.86981,-52.19543,1.5
-3.87065,-51.81785,2.7
-3.87379,-52.19606,1.7
-3.88696,-51.81549,1.3
-3.89307,-51.92998,2.4
-4.05685,-50.88327,2.2
-4.06053,-50.88382,2.2
-4.23413,-51.08169,1.7
-4.23709,-51.08681,2
-4.27424,-51.11541,2.3
-4.39538,-50.8751,6.7
-3.94812,-50.81417,1.5
-3.09569,-51.01635,1.1
-3.09628,-51.25524,1.8
-3.09713,-51.00739,4.7
-3.10387,-51.25644,2
-3.10533,-51.00409,1.1
-3.10623,-51.2636,3.7
-3.10693,-51.26169,4.9
-12.23164,-60.33825,2.9
-12.23467,-60.33906,5.2
-12.2375,-60.33974,2.9
-12.24056,-60.3404,3
-10.50256,-61.20744,0.8
-10.50362,-61.20211,0.8
-9.24045,-60.90194,2.1
-9.29413,-60.86912,0.9
-9.29525,-60.86353,0.9
-6.04365,-59.87142,2.4
-6.04906,-59.878,1.9
-6.05003,-59.87256,1.9
-6.05098,-59.86731,2.1
-6.05127,-59.87423,1.6
-6.05227,-59.86885,1.6
-12.86696,-51.82254,1.3
-11.82926,-52.35055,2.1
-11.83286,-52.35118,2.6
-10.00531,-51.67046,2.2
-10.39488,-52.13963,0.7
-10.56055,-51.95392,1.6
-9.98721,-51.65219,3.5
-9.60347,-51.84577,1.4
-7.99265,-50.64459,0.7
-8.39088,-51.02054,1.4
-8.42146,-50.25543,1
-8.45544,-50.34899,2.2
-7.99613,-50.64517,3
-8.41805,-50.25488,1.1
-8.42086,-50.25915,1.2
-8.45887,-50.34957,2.2
-8.9607,-50.79795,2.5
-8.98353,-50.59486,1.8
-8.98415,-50.59105,2.7
-7.6052,-50.20568,0.9
-7.92783,-50.96896,1
-6.66635,-50.61385,1
-6.74753,-50.5178,2.4
-6.75103,-50.51838,2.4
-6.75324,-50.52682,1.3
-6.94572,-50.33903,0.8
-7.31518,-49.98079,1.6
-7.60802,-50.20998,1.1
-7.60862,-50.20624,1.1
-7.78594,-50.15028,1.2
-10.33731,-50.51447,1.8
-8.80336,-49.6562,3
-8.01267,-49.67672,2.7
-8.02448,-49.66754,1.6
-8.02842,-49.66448,1.6
-8.03178,-49.66502,1.6
-8.03515,-49.66557,4.9
-8.03572,-49.66196,3.3
-8.03908,-49.6625,3.3
-8.30254,-49.75229,1.2
-8.31725,-49.97055,1.8
-8.3197,-49.92608,1
-8.32308,-49.92662,1
-8.52212,-50.04859,1
-8.0093,-49.67618,1.8
-8.01324,-49.67311,1.1
-8.03236,-49.66142,1.7
-8.03629,-49.65836,3.3
-8.0614,-50.07267,3.4
-8.06481,-50.0732,2.7
-8.32004,-49.97474,1.8
-8.73571,-49.67787,2
-8.80112,-49.65564,1.4
-8.80394,-49.65264,2.8
-8.80671,-49.65676,3
-8.88554,-49.90518,4.4
-7.50344,-49.83723,3.2
-7.88094,-49.26766,2.2
-7.88428,-49.2682,2.2
-7.88484,-49.26465,3.9
-7.50403,-49.83357,3.2
-8.99718,-48.58997,1.4
-7.05953,-48.07934,2.4
-9.33787,-62.21804,3.6
-9.07147,-61.69127,4.6
-9.07011,-61.68865,2.5
-9.06891,-61.69493,2.5
-8.55009,-62.47561,1
-8.54868,-62.48259,1
-9.81478,-62.11693,5.7
-9.81478,-62.11461,3.5
-9.81348,-62.12118,4.2
-7.88835,-54.93082,1.6
-7.88326,-54.90687,2.4
-7.88311,-54.93448,1.5
-7.88172,-54.91577,2.7
-7.87941,-54.9292,2.1
-7.87802,-54.91054,1.7
-7.87725,-54.915,2.2
-7.87354,-54.90979,1.7
-7.82606,-54.90468,1.4
-7.82439,-54.901,1.4
-7.82235,-54.89935,1.4
-7.82071,-54.89574,1.4
-7.77935,-54.98923,1.8
-7.77703,-55.08958,1.5
-7.77485,-54.98846,2
-7.56707,-55.12965,1.7
-7.40113,-55.16243,1.9
-7.36022,-55.59618,1.5
-7.35377,-55.60545,1.4
-7.34904,-55.6046,1.4
-7.27401,-54.96814,2
-6.95251,-55.1693,0.6
-6.94788,-55.16854,1.8
-6.9462,-55.17823,0.6
-6.94158,-55.17743,0.6
-6.91107,-55.29776,2.6
-6.85581,-55.13026,1.5
-6.72011,-54.98946,1.2
-6.71958,-54.99038,2.3
-6.71931,-54.99422,0.7
-8.44455,-55.23256,1.3
-8.44291,-55.24191,1.7
-8.44209,-55.24654,1.1
-8.43921,-55.23638,1.7
-8.42563,-55.23397,1
-8.42481,-55.23862,1
-8.42275,-55.22389,1.7
-8.42193,-55.22854,1.7
-8.4211,-55.2332,1
-8.3839,-54.83149,2.3
-8.18651,-54.82331,1.2
-8.18594,-54.80056,0.9
-8.18574,-54.82769,0.8
-8.16437,-55.08176,1.2
-8.16066,-55.07644,2.6
-8.15987,-55.08096,1.2
-8.09791,-54.9458,2.2
-8.09714,-54.95026,3
-8.09345,-54.94498,2.2
-8.09268,-54.94946,3
-8.08822,-54.9486,2.2
-8.08743,-54.95316,2.2
-8.55068,-55.01187,1.6
-8.52788,-55.32233,1.3
-9.94997,-55.46505,1.6
-10.54739,-56.42454,4.3
-11.98436,-56.68502,1.6
-11.98342,-56.69011,9.4
-11.98247,-56.69524,9.4
-11.98063,-56.67898,1.5
-11.97969,-56.68403,1.5
-11.97874,-56.68911,9.6
-11.97778,-56.69429,9.6
-11.97405,-56.68823,9.6
-11.97309,-56.69335,9.6
-11.96935,-56.68732,2.7
-11.96841,-56.6924,2.7
-11.96747,-56.69744,1.9
-11.96467,-56.6864,2.7
-11.95998,-56.68544,0.8
-11.9588,-56.68255,1.4
-11.9531,-56.66025,5.4
-11.95218,-56.66539,2.9
-11.95126,-56.6705,2.9
-11.94975,-56.66232,6.9
-11.94879,-56.66742,6.9
-11.94842,-56.65934,5.4
-11.94749,-56.66447,2.9
-11.94604,-56.65627,2.9
-11.94507,-56.6614,3.5
-11.94467,-56.65322,1.6
-11.94374,-56.65838,1.6
-11.94282,-56.66349,2
-11.40235,-56.25714,1.7
-9.26144,-57.86926,1.4
-9.25612,-57.86823,0.9
-9.25548,-57.87167,2.6
-9.25146,-57.86367,0.9
-9.59366,-57.74305,0.6
-9.59307,-57.74632,0.6
-9.59299,-57.74403,1.3
-9.51577,-57.99135,2.6
-10.79247,-57.69886,1.9
-10.79071,-57.69791,0.8
-10.78795,-57.69467,1.6
-10.78617,-57.69371,1.3
-10.78559,-57.69688,0.8
-10.78502,-57.70005,0.8
-10.65069,-57.35698,2
-10.65014,-57.35994,1
-10.64511,-57.35899,1
