lat;lon;frp
-6121460;-57718990;3.5
-6121350;-57688970;1.2
-6120860;-57691880;1.2
-6116400;-57718110;1.1
-6115900;-57721070;1.1
-6115410;-57723970;1.7
-6114920;-57726840;1.7
-6114430;-57729710;1.6
-6109380;-57728770;1.6
-6108890;-57731660;1.6
-6097270;-57769210;1.3
-6096760;-57772190;1.3
-6091140;-57774530;1.4
-6086050;-57773740;0.9
-6072940;-57728580;0.8
-6072430;-57731560;0.8
-6067900;-57727630;0.8
-6067380;-57730610;0.8
-6044440;-57772410;1.4
-6032870;-57702850;0.7
-6032350;-57705900;0.7
-5956030;-57695370;0.7
-5955530;-57698250;0.7
-5949950;-57700370;0.7
-7869890;-58760940;2.2
-6991070;-59097250;1.3
-6986250;-59092740;1.3
-6985610;-59096290;1.3
-6980790;-59091800;1.0
-6980140;-59095350;1.0
-6979500;-59098930;2.2
-6945080;-59100200;1.5
-6944460;-59103730;1.5
-6943850;-59107220;3.8
-6943240;-59110690;3.8
-6939620;-59099210;2.1
-6939000;-59102730;2.1
-6938380;-59106230;3.8
-6870780;-59043090;2.9
-6870660;-59043990;1.7
-6866000;-59038420;2.6
-6865850;-59039270;3.2
-6865360;-59041910;2.9
-6865240;-59042790;3.6
-6864730;-59045400;2.9
-6864630;-59046300;3.6
-6843380;-58581880;1.0
-6842150;-58578580;1.1
-6841560;-58581880;1.5
-6838660;-58577660;0.9
-6838090;-58580950;1.8
-6837450;-58574400;0.9
-6836850;-58577690;0.9
-6836260;-58580960;1.3
-6833930;-58573490;0.9
-6833360;-58576740;0.9
-6832140;-58573560;0.9
-6751630;-58824280;2.1
-6674650;-58591610;2.7
-6671410;-58766980;1.6
-6669910;-58587430;2.2
-6669330;-58590710;2.7
-6668760;-58593970;2.7
-6667570;-58569690;1.6
-6664600;-58586500;1.3
-6664020;-58589790;1.3
-6587860;-58893140;2.0
-6775940;-58686170;1.2
-6675220;-58588360;2.2
-6674070;-58594860;2.7
-6673500;-58598130;5.4
-6668170;-58566310;1.2
-6587250;-58896570;1.1
-6586620;-58900090;1.1
-6581820;-58895680;1.1
-9217170;-59609420;0.9
-9211740;-59608390;1.0
-9201560;-59480570;0.9
-9196180;-59479530;0.9
-9195540;-59482980;2.0
-9190160;-59481920;1.0
-9185420;-59477370;1.7
-9184780;-59480850;1.0
-9166920;-59516840;0.8
-9162150;-59512380;5.3
-9161500;-59515870;5.3
-9160850;-59519360;4.0
-9156090;-59514900;5.3
-9155440;-59518350;4.0
-9155100;-59515480;3.6
-9154800;-59521810;4.0
-9154480;-59518940;2.6
-9153850;-59522420;2.6
-9152420;-59564540;2.2
-9151770;-59567980;1.4
-9150900;-59542640;2.4
-9150240;-59546170;1.9
-9150100;-59543350;2.5
-9149590;-59549650;1.9
-9149470;-59546880;1.6
-9148840;-59550370;1.6
-9148280;-59556640;1.9
-9111790;-59446520;2.9
-9111160;-59449950;2.9
-9110530;-59453390;3.9
-9105810;-59448720;2.9
-9105170;-59452210;3.9
-9100440;-59447630;1.3
-9099800;-59451110;1.9
-9099160;-59454590;1.9
-9095050;-59446620;1.3
-9094410;-59450090;1.9
-9093770;-59453570;1.9
-9209680;-59376300;1.2
-9204340;-59375230;1.2
-9203720;-59378570;1.3
-9203100;-59381910;1.3
-9198380;-59377530;1.5
-9197750;-59380890;1.5
-9197130;-59384260;1.9
-9196500;-59387650;1.9
-9195860;-59391110;1.5
-9194890;-59366450;1.5
-9194280;-59369730;2.5
-9193660;-59373070;2.5
-9193030;-59376460;1.5
-9192400;-59379840;1.5
-9191780;-59383220;1.9
-9191150;-59386610;1.9
-9190500;-59390060;1.5
-9189860;-59393550;1.5
-9189220;-59396990;0.9
-9187690;-59375390;2.5
-9187060;-59378790;2.5
-9186430;-59382180;1.7
-9184510;-59392470;1.4
-9183860;-59395950;1.0
-9183570;-59367790;1.9
-9182950;-59371090;1.9
-9182330;-59374450;2.5
-9181700;-59377830;2.5
-9181530;-59367990;1.2
-9181070;-59381190;1.7
-9180930;-59371310;1.2
-9180450;-59384510;1.7
-9180330;-59374680;1.5
-9179730;-59378050;1.5
-9179170;-59391370;1.4
-9179130;-59381400;1.0
-9178530;-59384740;1.0
-9178510;-59394870;1.0
-9177870;-59398300;1.0
-9177300;-59391620;1.4
-9176670;-59395130;1.3
-9176050;-59398560;1.3
-9174450;-59386920;0.9
-9173810;-59390370;0.9
-9172550;-59387160;1.4
-9148020;-59400230;0.8
-9147380;-59403720;1.4
-9223070;-58353350;1.3
-9217030;-58358280;2.2
-9124430;-58756150;1.6
-9123870;-58759210;1.3
-9120980;-58745820;0.6
-9120420;-58748930;0.6
-9874510;-58323990;2.1
-9710160;-58439370;1.7
-9704130;-58444190;2.4
-9703080;-58449930;3.6
-9702020;-58455740;3.6
-9697040;-58454750;3.6
-9696050;-59132680;0.5
-9695960;-58460630;10.5
-9695450;-59135910;0.5
-9692040;-58453860;4.7
-9690970;-58459710;3.7
-9688090;-58447270;4.7
-9687040;-58452990;4.7
-9685960;-58458820;3.7
-9683100;-58446340;3.9
-9682040;-58452090;3.9
-9680970;-58457920;2.4
-9678650;-58444210;0.8
-9677620;-58450040;1.9
-9677040;-58451180;3.9
-9676600;-58455870;1.9
-9675970;-58457000;2.4
-9672630;-58449110;1.9
-9672050;-58450250;3.3
-3589640;-58546380;0.8
-3589010;-58550130;0.8
-3497110;-59277810;1.4
-3496030;-59276170;1.4
-3081420;-59414470;10.8
-3080690;-59418770;33.5
-3079940;-59423160;33.5
-3075470;-59413550;10.8
-3074740;-59417800;33.5
-3074010;-59422110;33.5
-3073250;-59426540;28.7
-3071300;-59419490;9.5
-3070580;-59423870;9.5
-3068060;-59421130;2.7
-3067310;-59425560;5.1
-3065340;-59418560;9.5
-3064630;-59422890;9.5
-3062820;-59416070;2.7
-3062100;-59420280;2.7
-4192640;-59995930;1.5
-4186590;-59994850;1.5
-3551550;-59853840;1.6
-3545500;-59852750;1.6
-3892250;-59353760;2.5
-3891550;-59357890;2.8
-3845090;-58828630;3.2
-3782950;-58952850;0.9
-3781950;-58951600;1.5
-3779410;-59285630;0.8
-3777260;-58951840;2.3
-3776260;-58950590;1.9
-3775650;-59486940;1.1
-3774300;-59280420;0.8
-3773570;-59284680;0.8
-3773190;-59483910;2.4
-3770470;-59481620;1.2
-3769750;-59485940;1.9
-3767290;-59321680;1.5
-3763470;-59415360;3.8
-3762760;-59419530;3.8
-3762160;-59316490;1.0
-3762050;-59423720;18.6
-3756180;-59422700;1.0
-3740120;-59445910;1.5
-3734230;-59444900;1.5
-3733510;-59449110;1.5
-3717700;-59685680;1.3
-3716960;-59690070;2.2
-6459300;-60062850;2.3
-6436550;-60067980;0.9
-6307110;-59954990;1.5
-6306360;-59959140;2.0
-6301290;-59953850;0.8
-6437320;-60063680;4.0
-6432950;-60054170;5.8
-6427090;-60053120;15.6
-6426340;-60057310;11.0
-5572000;-60230180;0.8
-5567330;-60226430;2.0
-5566000;-60229050;0.9
-5449170;-60180130;0.5
-5443170;-60179040;1.8
-5432730;-60168030;2.3
-5431940;-60172480;2.3
-5427520;-60162480;2.4
-5426730;-60166950;2.3
-5425940;-60171410;2.3
-5421530;-60161390;1.3
-5316770;-60186690;2.3
-5315980;-60191170;2.3
-5315190;-60195640;2.7
-5314390;-60200140;2.7
-5313590;-60204690;4.6
-5308380;-60199040;2.1
-5307580;-60203560;2.9
-5302350;-60197960;2.1
-5301560;-60202440;2.9
-5301420;-60133450;2.8
-5300630;-60137890;2.2
-5297120;-60192420;2.0
-5295530;-60201380;2.1
-5294730;-60205890;2.1
-5289510;-60200280;2.1
-5288700;-60204820;2.1
-5287640;-60202190;2.7
-5286860;-60206750;2.7
-5284270;-60077740;1.7
-5283510;-60082110;1.9
-5283480;-60199210;2.2
-5280180;-60079560;2.0
-5279390;-60083950;2.0
-5277530;-60081020;1.9
-5243780;-60097670;3.4
-5243000;-60102110;4.0
-5238660;-60197930;1.3
-5237790;-60096590;3.4
-5237010;-60101020;4.0
-5233410;-60192370;1.3
-5230240;-60104370;1.6
-5229460;-60108800;1.4
-5228680;-60113230;1.4
-5223470;-60107710;1.4
-5218000;-60138750;2.3
-5212770;-60133240;1.8
-5211990;-60137670;1.8
-5197350;-60255810;2.0
-5196550;-60260350;3.0
-5178100;-60002500;1.6
-5172890;-59997050;2.2
-5172130;-60001430;1.6
-7430890;-59859640;1.0
-7425210;-59858520;1.4
-7144640;-59629960;1.6
-7059470;-59601700;1.0
-7058790;-59605530;1.7
-7053140;-59604580;0.4
-7032370;-59988450;1.8
-7008540;-59954620;0.4
-7002810;-59953320;1.8
-7000510;-59735100;0.9
-6996340;-59956210;1.8
-6994820;-59734070;1.7
-6974290;-59621670;1.2
-6972450;-59620780;3.1
-6969350;-59616790;2.6
-6968650;-59620610;3.5
-6967930;-59624540;3.5
-6967910;-59656470;1.2
-6967440;-59616130;3.7
-6967210;-59628420;2.1
-6967110;-59660820;1.7
-6966770;-59619970;3.0
-6966490;-59632350;2.1
-6966360;-59664920;1.7
-6966310;-59655730;1.4
-6966080;-59623840;3.0
-6965550;-59660070;1.8
-6965410;-59627690;2.1
-6964810;-59664250;1.8
-6964710;-59631620;2.1
-6963630;-59616170;2.6
-6962970;-59651500;1.5
-6962920;-59620030;3.5
-6962260;-59655390;1.5
-6962220;-59623800;3.5
-6961530;-59627540;2.1
-6961320;-59650870;1.1
-6961050;-59619320;3.0
-6960810;-59631470;2.1
-6960650;-59654680;1.1
-6960380;-59623110;3.0
-6959720;-59626850;2.1
-6959030;-59630730;2.1
-6940190;-59743350;1.2
-6939470;-59747270;1.2
-6939200;-59742880;1.2
-6938760;-59751140;1.7
-6938510;-59746810;1.2
-6937820;-59750670;2.0
-6932770;-59614350;2.1
-6912150;-59566890;0.5
-6906510;-59565940;1.1
-6905820;-59569710;1.0
-6905130;-59573550;1.0
-6902370;-59588820;0.9
-6901660;-59592700;2.0
-6900170;-59568800;1.0
-6896670;-59588060;0.9
-6541040;-59944410;0.9
-6537540;-59930500;1.6
-6536780;-59934720;1.6
-6536020;-59939000;0.9
-6535250;-59943290;0.9
-6530190;-59938030;1.9
-6778970;-59308040;1.3
-6774080;-59303270;2.5
-6773430;-59306960;2.8
-6772780;-59310630;2.8
-6772130;-59314270;1.7
-6769870;-59294730;4.8
-6768550;-59302170;2.5
-6766590;-59313200;1.7
-6758120;-59296390;1.4
-6752560;-59295410;1.0
-6751900;-59299130;1.0
-6739450;-59304590;1.7
-6733910;-59303480;1.7
-6731920;-59314530;2.7
-6728370;-59302390;3.9
-6727710;-59306070;2.6
-6723920;-59305920;1.9
-6723270;-59309630;1.9
-6722830;-59301300;3.9
-6722170;-59304970;2.6
-6719000;-59301220;3.4
-6716600;-59304020;3.3
-6715930;-59307710;3.3
-6715260;-59311420;3.6
-6714590;-59315140;3.6
-6712140;-59307670;4.2
-6710850;-59315110;3.8
-6705910;-59310560;3.8
-6705260;-59314270;3.8
-6704080;-59309720;3.2
-6703410;-59313420;3.2
-6699680;-59313340;1.7
-6695900;-59140050;3.2
-6695250;-59143740;2.1
-6690810;-59168810;1.4
-6775360;-59360890;1.3
-6774700;-59364660;1.3
-6774030;-59368390;0.8
-6773380;-59372110;0.8
-6769770;-59359960;1.3
-6727920;-59336700;1.5
-6727260;-59340410;1.5
-6725710;-59317130;1.5
-6725040;-59320850;1.3
-6724370;-59324540;1.3
-6723700;-59328240;1.2
-6723040;-59331930;1.2
-6722370;-59335630;2.4
-6721700;-59339330;2.4
-6721350;-59320750;1.6
-6721030;-59343050;5.3
-6719680;-59350490;5.9
-6719420;-59331890;1.4
-6718770;-59335620;3.4
-6717480;-59343110;6.0
-6717460;-59330980;1.2
-6716790;-59334690;2.4
-6716180;-59350600;9.5
-6715440;-59342120;5.3
-6714770;-59345860;5.3
-6714090;-59349610;5.9
-6713910;-59318870;3.2
-6713820;-59331030;1.4
-6713180;-59334720;3.4
-6712540;-59338430;3.4
-6712540;-59326400;3.9
-6711200;-59333820;5.7
-6710530;-59337490;5.7
-6709860;-59341190;4.0
-6709190;-59344900;4.0
-6708320;-59317990;3.2
-6708230;-59330170;4.8
-6707640;-59321740;3.2
-6707590;-59333850;5.5
-6706950;-59325540;3.9
-6704610;-59317990;2.7
-6703960;-59321730;2.7
-6702730;-59317130;2.5
-6699030;-59317080;1.7
-6774750;-59299530;2.5
-6769210;-59298470;2.5
-6764320;-59293720;3.6
-6763660;-59297440;1.4
-6763010;-59301090;1.4
-6757460;-59300060;1.4
-6748600;-59317540;1.0
-6747940;-59321210;1.0
-6742350;-59320360;1.0
-6741690;-59324070;2.7
-6739690;-59335210;3.9
-6734130;-59334180;0.9
-6732590;-59310840;3.9
-6729250;-59329360;0.9
-6729040;-59298680;3.9
-6728590;-59333030;0.9
-6727050;-59309710;2.6
-6726580;-59344140;2.6
-6726380;-59313400;1.5
-6725920;-59347840;2.6
-6725190;-59298550;3.4
-6724550;-59302240;3.4
-6723500;-59297630;3.9
-6722630;-59313340;1.4
-6721990;-59317040;1.4
-6721500;-59308670;2.6
-6720820;-59312390;1.5
-6720710;-59324450;1.6
-6720350;-59346790;5.3
-6720150;-59316090;1.5
-6720070;-59328150;1.4
-6719480;-59319810;1.3
-6718810;-59323530;1.3
-6718360;-59304910;1.9
-6718130;-59327260;1.2
-6718120;-59339360;3.4
-6717710;-59308620;1.9
-6717070;-59312320;1.4
-6716830;-59346870;6.0
-6716420;-59316060;1.4
-6716120;-59338390;2.4
-6715780;-59319790;1.6
-6714470;-59327290;1.4
-6711890;-59342170;6.0
-6711860;-59330150;3.9
-6711500;-59311380;3.8
-6711240;-59345910;6.0
-6710200;-59318860;2.7
-6709680;-59310540;3.6
-6709540;-59322630;2.7
-6709000;-59314250;3.6
-6708880;-59326420;4.8
-6706260;-59329320;3.9
-6703290;-59325540;4.8
-6702050;-59320870;2.5
-6700330;-59309600;1.7
-6691460;-59165180;1.4
-6689130;-59146210;2.1
-6685330;-59167670;1.4
-7121890;-59249710;1.2
-7116390;-59248710;0.6
-7115740;-59252380;0.6
-7106660;-59239550;4.0
-7106030;-59243100;4.0
-7101810;-59234960;5.0
-7101170;-59238530;4.0
-7100530;-59242100;4.0
-7096320;-59233880;2.8
-7095690;-59237440;3.2
-7095040;-59241060;3.2
-7090190;-59236420;3.2
-7089540;-59240060;3.2
-7088880;-59243750;3.6
-7084690;-59235450;1.2
-7084030;-59239100;1.2
-7051650;-59229710;0.8
-7051000;-59233270;0.8
-7021690;-59275400;0.7
-7016800;-59270840;1.1
-7016780;-59358200;0.9
-7016160;-59274460;3.1
-7011270;-59269900;1.1
-7011230;-59357200;0.9
-7004600;-59340000;1.3
-7003940;-59343740;1.3
-7001010;-59327930;1.1
-7000360;-59331590;1.4
-6999710;-59335290;1.4
-6994820;-59330560;1.9
-6994160;-59334290;1.9
-6993500;-59338030;1.1
-6992850;-59341710;1.1
-6990570;-59322290;0.9
-6987950;-59337050;1.1
-6987300;-59340710;1.1
-6985680;-59317650;0.9
-6985030;-59321280;2.3
-6982400;-59336040;1.0
-6977520;-59331350;2.0
-6976860;-59335020;1.0
-6973940;-59319360;0.8
-6973280;-59323040;0.8
-6972620;-59326740;1.6
-6894600;-59193800;1.4
-6889100;-59192790;1.2
-6888460;-59196400;1.2
-6875530;-59205100;1.7
-6869370;-59207760;1.7
-7385820;-60567430;0.8
-7379870;-60566310;1.5
-7353800;-60607220;1.0
-7352970;-60611710;1.0
-7352130;-60602490;1.4
-7351320;-60607010;1.3
-7347820;-60606110;1.3
-7346990;-60610570;1.3
-7345350;-60605870;1.3
-7344550;-60610350;1.3
-7324000;-60634330;2.3
-7321730;-60634180;2.2
-7318880;-60628580;1.4
-7318000;-60633240;1.4
-7316580;-60628380;2.2
-7312880;-60627520;1.4
-7312010;-60632140;1.4
-7310590;-60627260;1.7
-7309760;-60631860;1.7
-7304620;-60626020;1.7
-7303780;-60630670;1.7
-7285440;-60663420;1.3
-7279430;-60662300;4.2
-7278620;-60666780;2.6
-7234900;-60668010;2.0
-7234710;-60635520;2.3
-7234080;-60672430;2.0
-7234080;-60666150;1.4
-7233860;-60640110;2.0
-7233700;-60633480;1.6
-7233290;-60670580;1.9
-7232880;-60638060;1.6
-7232050;-60642730;1.9
-7227870;-60638910;2.0
-7225210;-60646260;1.5
-7214540;-60677170;1.3
-7213820;-60675240;2.8
-7208490;-60676230;1.3
-7205930;-60689910;2.1
-7205290;-60688130;3.5
-7204530;-60692340;7.1
-7199940;-60688650;7.2
-7199310;-60686760;3.5
-7199160;-60692830;7.2
-7198540;-60691010;7.1
-7194790;-60682880;7.8
-7194130;-60680980;10.9
-7193960;-60687290;7.2
-7193330;-60685400;10.9
-7192540;-60689760;9.4
-7188050;-60680170;10.9
-7187290;-60684380;10.9
-7186510;-60688660;9.4
-7185700;-60693180;9.4
-9255980;-60788180;1.2
-9255200;-60792290;1.2
-9250130;-60787040;1.2
-9249340;-60791180;1.2
-9245650;-60787650;3.2
-9244890;-60791790;3.2
-9244280;-60785880;2.6
-9243480;-60790040;2.6
-9242700;-60794160;4.4
-9241460;-60453960;1.0
-9240700;-60458030;1.0
-9239930;-60462140;1.7
-9239050;-60790600;3.2
-9238280;-60794730;7.4
-9237640;-60788870;2.6
-9236850;-60793010;4.4
-9228110;-60850040;1.6
-9215960;-60882870;3.6
-9215170;-60887110;10.5
-9214380;-60891400;10.5
-9213080;-60885130;9.2
-9212260;-60889390;9.2
-9211440;-60893670;20.2
-9210060;-60881730;3.6
-9209280;-60885970;10.5
-9208490;-60890240;10.5
-9207180;-60884050;9.2
-9206360;-60888270;9.2
-9280810;-59850770;1.6
-9280150;-59854390;1.6
-9275310;-59849680;1.7
-9222840;-59614030;0.7
-9222160;-59617590;1.5
-9221950;-59614030;0.9
-9216530;-59612930;0.9
-9215880;-59616500;2.6
-9415690;-60542940;2.0
-9413750;-60521750;2.0
-9410690;-60537880;2.6
-9409930;-60541850;3.7
-9406460;-60528780;3.0
-9405700;-60532800;2.6
-9404940;-60536810;2.6
-9404180;-60540790;3.7
-9399630;-60533780;1.0
-9399210;-60535600;1.9
-9398900;-60537760;1.0
-9348880;-61089000;1.5
-9348060;-61093310;1.5
-9347230;-61097720;1.8
-4668950;-46113080;1.5
-5380260;-46229430;2.3
-5370310;-46365340;0.9
-5370110;-46223590;1.4
-5357910;-46255210;1.7
-5180830;-46097050;1.6
-4600640;-46403710;2.7
-4598890;-47200230;3.0
-4598530;-47199710;3.5
-4598310;-47203940;3.0
-4597960;-47203420;3.5
-4470940;-47687060;0.5
-4468120;-47682950;0.5
-4318210;-47139540;0.8
-4180240;-46396020;1.5
-4179960;-46394810;1.5
-4177310;-46391610;0.9
-4138980;-46429570;0.6
-4062910;-47370480;1.3
-4062350;-47374120;1.6
-5041780;-47652070;1.1
-9122930;-48762880;0.6
-8914620;-48526830;0.9
-8911790;-48522640;0.9
-8911230;-48526300;0.9
-5111540;-48307700;7.8
-5110990;-48311210;7.8
-5108190;-48307190;5.5
-5107650;-48310700;5.5
-4982620;-47965980;1.2
-4756470;-48720370;1.0
-4689280;-48371760;0.8
-4688740;-48375250;0.8
-4376200;-49033050;1.6
-4372880;-49032540;0.7
-4366810;-48224900;0.9
-4359260;-48771860;0.9
-4356480;-48767890;0.9
-4355940;-48771340;0.9
-4299910;-48092910;6.6
-4299370;-48096420;6.0
-4296570;-48092390;6.6
-4296020;-48095910;7.0
-4295340;-48056200;0.6
-4294800;-48059710;1.2
-4291990;-48055690;0.6
-4288100;-48058700;1.3
-4261930;-48072660;0.7
-4261390;-48076170;2.0
-4260300;-48083190;0.9
-4258590;-48072120;1.5
-4258050;-48075630;12.4
-4037400;-48080890;0.9
-4035140;-48073390;1.1
-4034600;-48076880;1.3
-4011190;-48919750;1.2
-4006590;-49035820;0.4
-3936620;-48097700;1.4
-3936080;-48101200;1.4
-3932740;-48100680;1.4
-3824910;-49095640;0.9
-3783040;-48912290;1.3
-4517670;-47840190;27.8
-3989720;-47799500;2.1
-3986910;-47795430;2.1
-6090800;-48248030;1.4
-6087440;-48247520;1.4
-5828320;-49132400;0.5
-5472850;-48832250;0.9
-5472310;-48835730;1.4
-5388320;-48854030;1.0
-5189320;-48523860;3.2
-5169960;-49210550;0.8
-5114340;-48311730;7.8
-6668440;-49513140;1.3
-7996530;-49651260;4.0
-7992680;-49654190;4.0
-7989350;-49653660;1.4
-8506340;-49588260;2.2
-8457770;-48683530;1.8
-8452750;-48693740;1.0
-8053830;-49974130;0.6
-7997080;-49647770;0.5
-7995990;-49654740;4.0
-7993210;-49650740;4.0
-7992130;-49657670;4.3
-7988810;-49657150;1.2
-4276230;-50660710;0.8
-4275640;-50664360;0.9
-3770930;-49200630;0.8
-3699940;-50597940;0.8
-3696520;-50597410;0.8
-5332240;-50869590;2.3
-5326590;-50163330;0.9
-5325020;-50163410;1.6
-5953460;-50254760;2.2
-5789640;-50149550;1.1
-9117000;-50351390;0.7
-9041300;-50785630;0.9
-9040750;-50789130;0.9
-9040190;-50792620;2.5
-9037410;-50788590;0.9
-8983320;-50790310;1.3
-8982200;-50797360;2.3
-8978860;-50796830;1.9
-8976080;-50792780;1.8
-8591840;-50507870;0.8
-8591280;-50511380;1.5
-9502560;-50653350;0.9
-3560450;-51295910;0.8
-3537260;-51600110;0.7
-3533700;-51599530;1.1
-3493520;-51080330;0.7
-3490330;-51190250;1.9
-3486830;-51189700;1.9
-3439030;-51466950;0.8
-3432470;-51417170;1.4
-4667030;-50989420;6.8
-4583110;-50968330;0.9
-4445910;-50974120;2.2
-4442470;-50973580;0.7
-4094830;-51113370;1.0
-4093620;-51113380;0.5
-4067680;-51097400;1.7
-4064210;-51096870;1.7
-4063600;-51100730;1.7
-3909700;-52234600;1.3
-3908850;-52233360;1.1
-3857710;-51738640;0.7
-3757860;-51970400;1.1
-3668070;-51388470;0.9
-6400510;-52723830;0.9
-6399820;-52728070;1.5
-6396180;-52727460;1.5
-6364210;-52648600;1.9
-6331200;-51742940;1.2
-6328330;-51738540;0.6
-6327710;-51742390;1.2
-6227210;-52641350;1.3
-6227200;-52640330;1.3
-5445430;-51433760;0.9
-5444820;-51437570;0.9
-7106780;-52920410;1.1
-7106080;-52924670;1.1
-7103120;-52919820;1.1
-7102430;-52924070;1.1
-7031600;-52367690;0.9
-7030960;-52371720;0.9
-7029980;-52370460;1.4
-7027400;-52371140;0.9
-7026420;-52369880;1.4
-7025760;-52373890;0.8
-6989050;-52819780;1.2
-6986120;-52814900;1.4
-6985410;-52819190;1.4
-6982490;-52814250;1.4
-6965690;-52594900;1.0
-6962090;-52594360;1.0
-6850820;-52166760;2.3
-6826610;-52447260;2.7
-6812980;-52507870;1.5
-6800740;-52277350;1.2
-6800080;-52281460;1.2
-6799420;-52285600;1.2
-6797840;-52272750;1.2
-6797190;-52276820;1.2
-6768560;-52251210;1.2
-6764340;-52254760;1.2
-6754410;-52360570;1.9
-6753770;-52364490;2.1
-6753150;-52368310;2.1
-6751510;-52355910;2.4
-6750850;-52359950;2.4
-6750200;-52363910;3.9
-6743070;-52362770;2.1
-6740840;-52354040;1.4
-6740170;-52358130;1.4
-6739500;-52362200;2.1
-6737280;-52353390;1.4
-6736610;-52357490;1.4
-6729960;-52465470;1.8
-6727030;-52460870;1.7
-6726370;-52464940;1.7
-6723430;-52460380;1.7
-6722770;-52464450;1.7
-6719840;-52459850;1.0
-6719180;-52463890;1.0
-6710000;-52407940;1.6
-6709330;-52411990;1.6
-6462180;-52619970;0.9
-6425270;-52662950;0.8
-10188670;-52635650;1.5
-10032070;-52094740;0.5
-9802430;-53506710;1.4
-9801720;-53510960;1.4
-9801010;-53515210;3.3
-9798800;-53506060;1.4
-9798080;-53510320;1.4
-9797370;-53514560;3.3
-9795160;-53505410;4.0
-9794450;-53509670;4.0
-9793730;-53513920;3.2
-9791530;-53504770;4.0
-9790810;-53509030;4.0
-9787890;-53504130;1.2
-9676120;-53526640;1.4
-9673190;-53521770;1.4
-9672470;-53526040;1.4
-3080030;-52861520;1.2
-4269850;-53690950;4.3
-4265880;-53690300;4.3
-4165080;-53872250;0.6
-4164530;-53875680;2.3
-6573830;-53107760;2.0
-6570120;-53107150;2.0
-6569410;-53111530;2.0
-6566400;-53106560;1.3
-6565680;-53110980;1.3
-6557530;-53114220;1.4
-6556820;-53118610;1.4
-6553820;-53113600;1.4
-6553290;-52907790;1.1
-6552270;-53099660;1.3
-6551550;-53104110;1.7
-6549610;-52907180;1.1
-6547690;-53316760;0.9
-6547430;-53319050;1.7
-6546940;-53321250;1.5
-6539700;-53106670;5.1
-6535980;-53106070;2.5
-6532270;-53105450;2.5
-6529370;-53311430;1.9
-6492010;-52872740;2.7
-6448820;-53258460;1.4
-6446640;-53272010;1.6
-6445080;-53257840;1.4
-6444520;-53264890;3.1
-6443760;-53269400;4.3
-6443620;-53266850;3.6
-6442890;-53271370;1.6
-6442040;-52855830;2.4
-6439880;-53266200;2.6
-6437260;-53046630;1.1
-6436830;-52841710;2.2
-6433550;-53046000;1.1
-6407620;-53251380;2.3
-6289120;-53174250;0.7
-6286110;-53169170;0.7
-6237570;-53131170;1.5
-6218380;-52875510;1.4
-6217030;-53563370;1.4
-6140160;-53562680;1.1
-6137880;-53552590;1.4
-6137110;-53557300;1.0
-6136330;-53562020;1.0
-6133280;-53556650;1.0
-6124230;-53516150;3.3
-6103780;-53450580;1.0
-6100650;-53469260;2.0
-6098870;-53466100;0.8
-6098120;-53470810;0.8
-6096840;-53468620;1.1
-6067240;-53692620;2.7
-6063380;-53691950;2.7
-6063040;-53689180;1.2
-6062270;-53694000;2.0
-6059520;-53691270;3.3
-6059180;-53688510;1.2
-6058410;-53693310;2.0
-5900090;-53830130;0.9
-5896180;-53829480;0.9
-5803390;-53447050;0.9
-5802620;-53451710;3.7
-5802610;-53475560;2.0
-5801840;-53456390;3.7
-5801070;-53461070;4.3
-5799520;-53470420;2.0
-5798790;-53451080;3.9
-5798760;-53475010;2.0
-5798020;-53455730;3.9
-5797250;-53460420;2.6
-5796470;-53465110;2.6
-5795690;-53469800;1.6
-5793420;-53459800;2.6
-5777090;-53848590;3.6
-5773180;-53847900;1.5
-5719520;-53635400;2.3
-5678620;-53570080;1.5
-6661830;-52950340;1.9
-6627460;-52975470;2.8
-6624300;-53109590;1.5
-6623780;-52974850;2.8
-6620580;-53109000;1.9
-6620100;-52974240;1.8
-6615820;-53022850;1.3
-6615100;-53027180;1.3
-6612860;-53017840;2.9
-6612140;-53022210;3.7
-6604780;-53020820;1.9
-6604040;-53025280;1.9
-8519720;-54809200;2.3
-8515730;-54808520;3.0
-8514850;-54813660;3.5
-8511730;-54807860;3.0
-8510860;-54812990;3.5
-8507730;-54807190;2.4
-8506850;-54812340;3.9
-8505970;-54817510;3.9
-8505090;-54822730;5.8
-8503730;-54806510;2.4
-8501970;-54816870;3.9
-8501080;-54822070;5.8
-8497960;-54816230;2.3
-8348740;-54733380;1.8
-8287190;-54733390;1.8
-8295170;-54734710;2.1
-8291180;-54734050;2.1
-8288070;-54728210;1.8
-8186430;-54714670;0.9
-8185560;-54719820;0.9
-10697010;-53938260;3.7
-10566360;-53868100;3.7
-10565240;-53861040;2.3
-10564520;-53865390;18.6
-10409600;-54308550;0.9
-10405820;-54307930;0.9
-10368670;-54944490;1.2
-10367820;-54949490;1.2
-10335440;-55068840;1.4
-10305960;-54143280;1.0
-10305690;-54146310;2.1
-10305210;-54147810;1.0
-10302220;-54142630;1.0
-10301950;-54145660;2.1
-10301470;-54147170;1.0
-9698160;-53574520;2.2
-9695460;-53658660;1.3
-9692510;-53653720;3.1
-9691780;-53658070;3.5
-9690280;-53644420;1.4
-9689560;-53648750;3.1
-9688830;-53653100;3.1
-9688110;-53657460;3.5
-9688060;-53635140;1.3
